comment,offensive
یہ باجوہ اور غفورا قادیانی حرامی ھیں اب اتنی غیرت ھے اور اپنے باپ کے ھیں اور یقیناً اپنے باپ کے نہیں ھیں۔۔۔توپھر پکڑیں انکو اور غداری کے مقدمے ان پر بھی بنائیں۔۔میرے دل میں جوان کتوں کی قدرتھی وہ بالکل ختم ھوکے نفرت میں بدل گئی ھے https://twitter.com/nRbixBGTAMTJZWC/status/1182683682353668096 …,1
یہ باجوا ماجوا دہشت گرد یہ غفورا مفورا دہشت گرد یہ جو دہشت گردی ہے اسکے پیچھے وردی ہے #UNFocusPTMLongMarch2DIkPTM #UNFocusPTMLongMarch2DIKhan #BaselessPTM,1
یہ آصف غفورا کشمیریوں کی حق حوردایت کا سب سے بڑا دشمن ہے یہ کیا سمجھتا ہے کہ کشمیری اتنی جہل قوم ہیں کہ پاکستان کہ ساتھ الحاق کرے گئے https://twitter.com/peaceforchange/status/1170442229145591811 …,1
یہ آج کی تقریر ہے عمران خان نیازی کی. سنیئے. عوام تو سمجھ نہیں سکیں لیکن ان کا ابا قمر باجوہ اور ماموں کا لڑکا بھائی غفورا ہی جان سکتے ہیں. یہ لوفر کرپٹ جرنل عوام کو بتانا بھی مناسب نہیں سمجھتے کہ ہم کیا چاہتے ہیں. نااہل کو لے کر کب تک رسوا ہو گے میرے محبوطن جرنیلوں. pic.twitter.com/i0Qqodc2qF,1
یہ آج باجوا اور غفورا کدھرچھپے ہوے ہیں بگوڑے,1
"یہ ٧١ کی طرح بدمعاشی پر اترے ہوۓ ہیں، لوگوں کو ڈرا دھمکا کر اپنے حق میں ریلیاں نکالنے کا کہ رہے ہیں، غفورا اینڈ کمپنی کے خلاف توہین عدالت بنتا ہے. یہ پورے ملک کو ہائی جیک کر رہے ہیں. یہ مت بھولیں یہ ٧١ نہیں ہے https://twitter.com/GulBukhari/status/1208627482347343872 …",1
یہ “ باجوہ غفورا “ اینڈ کمپنی ملک میں شیعہ سنی کی لڑائی چھیڑ کے اپنے باپ کو بچانا چاہتے ہیں pic.twitter.com/A9g9LT5725,1
یقینا آپ غفورا بریگیڈ کے جانباز سپاہی ہے۔۔۔۔,1
یعنی ننگا ہونا بہرصورت ضروری ہے! کیا سوچ پائی ہے غفورا گروپ آف انڈسٹری کے سوشل میڈیا ونگ کے کمانداران نے!,1
یعنی کے آپکے کہنے کا مطلب کہ مستقبل کا ڈکٹیٹر غفورا ہوگا https://twitter.com/Xadeejournalist/status/1217813070136971266 …,1
یعنی غفورا اپنے آپکو چپانے کے لئے وینا ملک جیسی عورتوں کی تصویر لگاتا ہے۔اس سے بیہتر ہے وینا ملک کو ہی آئی ایس پی آر بنادیں,1
یزید کے پاس اقتدار طاقت مال تھا فوج دہشت تھی درباری سب کچھ تھا لیکن غفورا نہیں تھا ورنہ تو لوگ اس کی بھی حمایت کر رہے ہوتے,1
"یاللہ باجوہ،غفورا،نالائق اعظم، فیض ،ثاقب نثار ، آصف کھوسہ، اعجاز الحسن ان جیسے غدار اور ننگ انسانیت کسی دشمن ملک کو بھی نہ دینا کیونکہ ان کے کردار دیکھ کر انسانوں کا انسانیت سے یقین اُٹھ جاتا ھے محب وطن قومیں ایسے غداروں کوکبھی بھی دل سے تسلیم نہیں کرتی سب ان پر لعنت بھیجیں",1
یار یے کونسا جرنل ہے جو وینا ملک کے ایڈی ہوز کرتا ہے کہے غفورا انکل تو نہے,1
یار یہ بتا یہ غفورا تیرے گھر سے تو نہیں پکڑا گیا تھا جو تو ہر وقت اس کے ٹٹے منہ میں لے کر رکھتا ہے کھوتی کے بچے,1
یار ہمارے ایک جنرل اور بریگیڈیئر اپنی ہی مادر وطن کو بیچتے پکڑے گئے اور جنرل مشرف کیانی کرامت جیسے چیف ملک کو بیچ کر ڈالر لے کر پاکستان سے باہر عیاشیاں کر رہے ہیں ۔ اور باجوہ بیغیرت عمران خان کو لا کر باقی بچے ملک کا کباڑہ نکال چکا ہے,1
یار کیا بیشرم انسان ہے یہ غفورا ویسے,1
"یار کتنا ڈھیٹ، بیغیرت، اور کسی گھٹیا خون کی پیدایش ہے یہ غفورا مشرف نے فوج کے خلاف اگر نفرت کے بیج بوئے تھے تو اس غفورے کتورے نے ان بیجوں کو تناور درخت بنا دیا ہے اپنے حلف کا پاس بھی نہیں اپنے ادارے کی عزت کا بھی احساس نہیں لعنت غفورے مادرچود پر",1
"یار آنٹی باجوہ، ISPRکے کوک اسٹوڈیو کی کوئی پروڈکشن چھوڑ نا بندے کو بےغیرت ہونا چاہیے، ہارجیت تو ہوتی رہتی ہے",1
"یار آصف غفور ایسا لگتا تو نہیں ہے، خیر پہلے اپنی اماں سے پوچھ وہ آصف غفور کے پاس کب گئی تھی اور کیوں تین بچے پیدا کروائے؟؟ چوتیا نسل کے باشندے تیری ماں نے وہ تین بچے پیدا کیے تھے؟؟؟ جنکے بارے میں تجھے سب پتا ہے",1
یااللہ پاک باجرہ غفورا ذرائع اور نیازی یہودی اور سب بکاو جج وکیل میڈیا قانون دان جو جو اس پاک ملک کو آج تباہ کر رہے ہیں سب کو غرق کر دے سب کو اپنے پاس بلا لے ۔۔۔پاکستان کی زمین پر سکون ہو جاے۔۔ @ammarmasood3 @betterpakistan @yaqoobmastoie,1
یااللہ امریکہ انڈیا اسرائیل کو بھی ایک غفورا وزیر خزانہ ۔باجوے غدار ۔اور نیازی بدکار نصیب فرمائے تاکہ ان کا بھی بیڑا غرق ہو 😢😭💔,1
یاﷲ پاک بھیج کوئی فرشتہ کشمیریوں کی غیبی مدد فرما #باجوہ_تم_بیغیرت_ہو #وزیراعظم_تم_بیغیرت_ھو https://twitter.com/yasir_Mongol/status/1159829108970278914 …,1
"یا اللہ ناپاک مرتد، ٹیریریسٹ اور پشتونوں کے دشمن اور قاتل فوج کو نیست و نابود کرے⁦🤲 یا اللہ ناپاکستان کو زمین کے میپ سے ختم کرے تاکہ ہم سکوں سے جئے! دہشتگرد غفورا سونلوں تمہاری ناپاک ہاتھ پشتون اور بلوچ مظلوم عوام کی خون پہ لال ہے ایک دن تمہاری ساتھ ضرور حساب ھوگا حرامخور",1
یا اللہ ظالموں ناپاک فوج کو اپنے انجام تک پہنچاٸے آمین ۔ #StateAttackedPTM @kochaiAfghaan @Sonia_khani @Gilamanpashtee @manzoorpashteen,1
ویسے یہ خسرا غفورا ہے کدھر,1
ویسے مطمئن بیغیرت کو اردو میں باجوہ بھی کہتے ھیں تحریک نفاز اردو #PashtunLongMarch2Bannu,1
ویسے غفورے کی شکل دیکھو شکل سے یہ برنول بیچنے والا ہی لگتا ہے کالا ٹٹو کبھی کبھی تو مجھے شق ہوتا ہے غفورا انڈین ہے اسکے شکل بلکل انڈین جیسی ہے#بندوق_چھوڑو_برنول_بیچو,1
ویسے جیسا آپ کا نام ویسا ہی ہندسہ یعنی دو نمبر #باجوہ_کنجر #غفورا_دلا,1
ویسے تو ناپاک فوج کے شعبہ تعلقات حرامہ کی زبان گز بھر لمبی ہے لیکن اس سے الفاظ صرف سیاستدانوں سے متعلق نکلتے ہیں ملک دشمنوں اور دہشتگردوں کو تو یہ اپنا داماد سمجھتے ہیں حرام خور 😁,1
ویسے تو عزت بچانی چاہئیے لیکن باجوہ نے تو ثابِت کردیا کہ ایکسٹینشن لینا چاہئیے کیونکہ عزتطتو آنی جانی شہ ہے آدمی کو بیغیرت ہونا چاہئیے,1
"ویسے اب میں سوچتی ہوں نیازی، باجوہ گینگ کو ابھی کچھ اور ماہ حکومت کرنے دینا چاہیے۔ ویسے تو بیغیرت ہیں لیکن پھر بھی کتنا بڑا بیغیرت بھی ہو، اتنی ذلت کے بعد خود چیخیں مارے گا کے خدا کے لیے مجھے اس عزاب سے چھٹکارا دلاؤ۔ @CMShehbaz",1
وے غفورا۔۔۔۔۔ بعد ازسلام دعا۔۔۔ عرض ہے کہ بندہ ناچیز کی شہریت منسوخ کی جائے۔۔۔ فدوی اس معصوم کے ساتھ #ساگر کے اس پار رہنا چاہتا ہے جہاں نہ غفورا نہ غفورے دی ذات ہووے۔۔۔!! ازخود @HamidMirPAK @CNN @JaniMemonPPP @SyedAllahDinoS3 @Salute_PPP pic.twitter.com/i2G5nPc9N9,1
ووٹ کی طاقت سے کس دشمن کو شکست دینی تھی ؟ وتعز من تشا والی ٹویٹ کا کیا مقصد تھا ؟ نیازی حکومت کیلئے 6 ماہ تک مثبت رپورٹنگ کا حکم کیوں دیا تھا ؟ برنال کے مشورے کسے دے رہے تھے ؟؟ سالا چوتیا غفورا مفورا,1
"وہ والے پٹھان اب نہیں رہے۔ اب پٹھان صرف فیس بُک پر ویڈیو اپلوڈ کرتے ہیں، میدان جنگ نہیں جاتے۔ میدان جنگ اب غفورا مفورا سنبھالے۔ https://twitter.com/Zebi_Afridi/status/1100347699931561990 …",1
وہ کنجر وہ دلا وہ بےغیرت ایکسٹینشن جنرل قمر باجوہ کو بھی شامل کرو۔,1
وہ غفورا مافورہ کا ٹویٹ کب آئے گا۔۔ وہ عزت اور ذلت کا؟۔۔۔۔۔۔۔۔۔۔ @peaceforchange ہمیں آپ کی یاد آتی ہے,1
وہ سالہ پاوں پکڑ کر معافی مانگ تھوک چاٹ کر نکلا ہے ۔۔آسیہ مسیح باہر چلی گئی ہے کچھ بولہ ۔۔ اب بولہ توں سالہ مارا جاے گا ۔۔یہ چوتئے دین کے ٹھیکے دار ہیں ۔۔۔۔۔ پاور فل بس چاچا باجرہ چاچا غفورا بس,1
وہ ذرا غفورم غفورا والی ویڈیو اپ لوڈ کریں 😂😂,1
وہ بیغیرت ڈوب کہ مرگٸے کتے کی نسل باجوہ غفورے,1
ولید کی اس حرکت کو کہتے ہیں عذر گناہ بدتر از گناہ. ایک صاحب نہا رہے تھے انہیں شک ہوا کہ کھڑکی سے کوئی جھانک رہا ہے انہوں نے کہا کہ غفورے یہ کیا بیہودگی ہے. غفورا بولا سر آپ ہیں میں سمجھا بیگم صاحبہ نہا رہی ہیں.,1
وقت وقت کی بات ہے ان کی گانڈ میں ہاتھ دے کر یہ سب لیا جائے گا ۔۔۔اور یہ باجوہ فرعون کی اولاد یزید غفورا کتا ساری زندگی تو نہیں رہے گے ۔۔۔بکرے کی ماں کب تک خیر منائے گی ایک دن تو چھری کے نیچے آئے گی نہ,1
وقت نے نوازشریف کو بےگناہ اور نیازی کو غدار ثابت کیا ہے نوازشریف پہ تو کچھ بھی ثابت نہیں لیکن عمرانڈو مودی کے ترلے منتیں کرتارہاہے اوراب باجوہ بکسہ چور غفورا فیضو انہوں نے ملکر کشمیر کاسودا کیا ہے جتنا زلیل ورسواآج عمران نیازی یہودی ایجنٹ ہوچکاہے اسکو مرجاناچاہیےشرم سے,1
"وزیرستان میں انسانیت مر رہی ہے اور ہمارے ملک کا انسٹالڈ، کنجروزیراعظم اور باجوا غفورا کا آوارہ بیٹا عمران نیازی پاک بھارت میچ دیکھ رہا ہے ۔ یہ جو دہشتگردی ہے اس کے پیچھے وردی ہے #EndCurfewaInNorthWaziristan #IndiaVsPakistan pic.twitter.com/OPdEVgenhf",1
وزیر خارجہ اور وزیر اطلاعات غفورا کیا کھہ رھے ھے یہ فوج کے ترجمان نہی پاکستانی سیاست دان ھے کیونکہ فوج ملک پر قابض ھے فوج اور ISI دونوں نے ملک کو لوٹا کھسوٹا ھے دونوں ہی دہشتگرد دہشتگرد دہشتگرد دہشتگرد دہشتگرد دہشتگرد دہشتگرد دہشتگرد ھے اور دہشت گردی کرتے ھے۔ pic.twitter.com/2LRl5D4SRR,1
وزیر اعظم نواز شریف ووٹ کو عزت دو باجوہ کتا غفورا کتا ہائے ہائے,1
"وردی مردی""""غفورا مفورا""""""""باجوا ماجوا""""""جرنل کرنل""خارافتخار"""" میجر کیپٹن"" "" اولدار چوکیدار ۔۔۔۔سر سے لے کر پاوں تک سارے دہشتگرد #PTMWorldWideProtests #ReleaseManzoorPashteen",1
وردی مردی غفورا مفورا باجوا ماجوا جرنل کرنل میجر کیپٹن اولدار چوکیدار سر سے لے کر پاوں تک سارے دھشتگر ہے #StateAttackedPTM #StateAttackedPTM,1
"وجہ یہ ہے کہ یہ مافیا فوج کا بیغیرت دلالِ وطن، دلالِ مزہب اور دلالِ قوم باجوہ دلال ۔۔۔ ایک قادیانی ماں کی گندی کوکھ سے ڀیدا ہو۔ لہازا یہ کافر باجوہ ہر صورت میں قادیانی کا نام آئین سے نکالے گا۔ یہ دلال واجبالاقتل ہو ڄکا ہوا ہے، لیکن 22 کڑوڑ کا ہجوم خاموش ہے اور فوج بھی! لعنت اللہ https://twitter.com/ButtTariq15/status/1204082439980802048 …",1
وتعزو من تشأ وتزلومن تشاء غفورا الله كے حکم سے زلیل ہو رہا ہے https://twitter.com/abidhameed386/status/1176004759045775362 …,1
واہ غفورا کے کتے واہ ذرا یہ بھی تو پڑھ 👇 pic.twitter.com/rOxNmNzfTW,1
"واقعی😟یہ تو سوچا ہی نہیں😏 شاید حافظ حمداللہ نے بیٹے کو غدار مشرف، پاشا، باجوہ یا غفورا بنانے کیلئے فوج میں بھرتی نا کروایا ہو😏 خدارا تحقیق کر لو، کہیں دیر نا ہو جائے!",1
"واشل بھائی غصہ نہیں کرتے، اگر غفورا آپ کے گھر آتا تھا تو آپ کو تو فخر کرنا چاہیے کہ آپ ایک ارب پتی جنرل کے ناجائز بیٹے ہو، کل وہ بھی اربوں ڈالر کا آسٹریلیا میں جزیرہ خریدے گا تو آپ کو گھر والوں سمیت ادھر بلا لے گا",1
ھمارا نظام ملکی جو چلا رہا ہے وہ کنجر باجوہ بیغیرت باجوہ منافق باجوہ ایکسٹینشن باجوہ ھے,1
